source filepath,destination filepath
s3://cmgp-coastcam/cameras/caco-01/products/1615044601.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615044601.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044601.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615044601.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044602.c1.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615044602.c1.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044602.c2.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615044602.c2.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044603.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615044603.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044603.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615044603.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044604.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615044604.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044604.c2.dark.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615044604.c2.dark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044605.c1.rundark.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615044605.c1.rundark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615044605.c2.rundark.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615044605.c2.rundark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046400.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615046400.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046400.c2.snap.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615046400.c2.snap.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046401.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615046401.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046401.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615046401.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046402.c1.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615046402.c1.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046402.c2.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615046402.c2.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046403.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615046403.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046403.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615046403.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046404.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615046404.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046404.c2.dark.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615046404.c2.dark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046405.c1.rundark.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615046405.c1.rundark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615046405.c2.rundark.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615046405.c2.rundark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048200.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615048200.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048200.c2.snap.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615048200.c2.snap.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048201.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615048201.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048201.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615048201.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048202.c1.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615048202.c1.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048202.c2.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615048202.c2.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048203.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615048203.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048203.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615048203.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048204.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615048204.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048204.c2.dark.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615048204.c2.dark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048205.c1.rundark.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615048205.c1.rundark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615048205.c2.rundark.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615048205.c2.rundark.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050000.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615050000.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050000.c2.snap.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615050000.c2.snap.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050001.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615050001.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050001.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615050001.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050002.c1.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615050002.c1.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050002.c2.var.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615050002.c2.var.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050003.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615050003.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050003.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-01/c2/2021/65_Mar.06/raw/1615050003.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-01/products/1615050004.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-01/c1/2021/65_Mar.06/raw/1615050004.c1.dark.jpg
