source filepath,destination filepath
s3://cmgp-coastcam/cameras/unalakleet/products/1572989404.c1.dark.jpg,s3://cmgp-coastcam/cameras/unalakleet/c1/2019/309_Nov.05/raw/1572989404.c1.dark.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572989404.c2.dark.jpg,s3://cmgp-coastcam/cameras/unalakleet/c2/2019/309_Nov.05/raw/1572989404.c2.dark.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991200.c1.snap.jpg,s3://cmgp-coastcam/cameras/unalakleet/c1/2019/309_Nov.05/raw/1572991200.c1.snap.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991200.c2.snap.jpg,s3://cmgp-coastcam/cameras/unalakleet/c2/2019/309_Nov.05/raw/1572991200.c2.snap.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991201.c1.timex.jpg,s3://cmgp-coastcam/cameras/unalakleet/c1/2019/309_Nov.05/raw/1572991201.c1.timex.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991201.c2.timex.jpg,s3://cmgp-coastcam/cameras/unalakleet/c2/2019/309_Nov.05/raw/1572991201.c2.timex.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991202.c1.var.jpg,s3://cmgp-coastcam/cameras/unalakleet/c1/2019/309_Nov.05/raw/1572991202.c1.var.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991202.c2.var.jpg,s3://cmgp-coastcam/cameras/unalakleet/c2/2019/309_Nov.05/raw/1572991202.c2.var.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991203.c1.bright.jpg,s3://cmgp-coastcam/cameras/unalakleet/c1/2019/309_Nov.05/raw/1572991203.c1.bright.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991203.c2.bright.jpg,s3://cmgp-coastcam/cameras/unalakleet/c2/2019/309_Nov.05/raw/1572991203.c2.bright.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991204.c1.dark.jpg,s3://cmgp-coastcam/cameras/unalakleet/c1/2019/309_Nov.05/raw/1572991204.c1.dark.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572991204.c2.dark.jpg,s3://cmgp-coastcam/cameras/unalakleet/c2/2019/309_Nov.05/raw/1572991204.c2.dark.jpg
s3://cmgp-coastcam/cameras/unalakleet/products/1572993000.c1.snap.jpg,s3://cmgp-coastcam/cameras/unalakleet/c1/2019/309_Nov.05/raw/1572993000.c1.snap.jpg
