source filepath,destination filepath
s3://cmgp-coastcam/cameras/caco-02/products/1614893400.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/63_Mar.04/raw/1614893400.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614893400.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/63_Mar.04/raw/1614893400.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/63_Mar.04/raw/1614895200.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/63_Mar.04/raw/1614895200.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/63_Mar.04/raw/1614895200.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/63_Mar.04/raw/1614895200.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c1.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/63_Mar.04/raw/1614895200.c1.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/63_Mar.04/raw/1614895200.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c2.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/63_Mar.04/raw/1614895200.c2.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c2.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/63_Mar.04/raw/1614895200.c2.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/63_Mar.04/raw/1614895200.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614895200.c2.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/63_Mar.04/raw/1614895200.c2.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614960000.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/64_Mar.05/raw/1614960000.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614960000.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/64_Mar.05/raw/1614960000.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/64_Mar.05/raw/1614967200.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/64_Mar.05/raw/1614967200.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/64_Mar.05/raw/1614967200.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/64_Mar.05/raw/1614967200.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c1.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/64_Mar.05/raw/1614967200.c1.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/64_Mar.05/raw/1614967200.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c2.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/64_Mar.05/raw/1614967200.c2.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c2.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/64_Mar.05/raw/1614967200.c2.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/64_Mar.05/raw/1614967200.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1614967200.c2.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/64_Mar.05/raw/1614967200.c2.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615150800.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/66_Mar.07/raw/1615150800.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615150800.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/66_Mar.07/raw/1615150800.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/66_Mar.07/raw/1615152600.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/66_Mar.07/raw/1615152600.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/66_Mar.07/raw/1615152600.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/66_Mar.07/raw/1615152600.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c1.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/66_Mar.07/raw/1615152600.c1.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/66_Mar.07/raw/1615152600.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c2.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/66_Mar.07/raw/1615152600.c2.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c2.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/66_Mar.07/raw/1615152600.c2.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/66_Mar.07/raw/1615152600.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615152600.c2.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/66_Mar.07/raw/1615152600.c2.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615212000.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615212000.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615212000.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/67_Mar.08/raw/1615212000.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615213800.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615213800.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615213800.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615213800.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c1.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615213800.c1.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/67_Mar.08/raw/1615213800.c2.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c2.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/67_Mar.08/raw/1615213800.c2.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c2.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/67_Mar.08/raw/1615213800.c2.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c2.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/67_Mar.08/raw/1615213800.c2.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615213800.c2.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/67_Mar.08/raw/1615213800.c2.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615215600.c1.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615215600.c1.bright.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615215600.c1.dark.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615215600.c1.dark.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615215600.c1.snap.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615215600.c1.snap.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615215600.c1.timex.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615215600.c1.timex.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615215600.c1.variance.jpg,s3://cmgp-coastcam/cameras/caco-02/c1/2021/67_Mar.08/raw/1615215600.c1.variance.jpg
s3://cmgp-coastcam/cameras/caco-02/products/1615215600.c2.bright.jpg,s3://cmgp-coastcam/cameras/caco-02/c2/2021/67_Mar.08/raw/1615215600.c2.bright.jpg
