source filepath,destination filepath
s3://cmgp-coastcam/cameras/nuvuk/products/1625867460.c1.snap.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/190_Jul.09/raw/1625867460.c1.snap.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1625867461.c1.timex.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/190_Jul.09/raw/1625867461.c1.timex.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1625867462.c1.var.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/190_Jul.09/raw/1625867462.c1.var.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1625867463.c1.bright.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/190_Jul.09/raw/1625867463.c1.bright.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1625867464.c1.dark.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/190_Jul.09/raw/1625867464.c1.dark.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1625867465.c1.rundark.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/190_Jul.09/raw/1625867465.c1.rundark.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627423440.c1.snap.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/208_Jul.27/raw/1627423440.c1.snap.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627423441.c1.timex.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/208_Jul.27/raw/1627423441.c1.timex.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627423442.c1.var.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/208_Jul.27/raw/1627423442.c1.var.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627423443.c1.bright.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/208_Jul.27/raw/1627423443.c1.bright.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627423444.c1.dark.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/208_Jul.27/raw/1627423444.c1.dark.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627423445.c1.rundark.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/208_Jul.27/raw/1627423445.c1.rundark.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627424100.c1.snap.jpg,s3://cmgp-coastcam/cameras/nuvuk/c1/2021/208_Jul.27/raw/1627424100.c1.snap.jpg
s3://cmgp-coastcam/cameras/nuvuk/products/1627424100.c2.snap.jpg,s3://cmgp-coastcam/cameras/nuvuk/c2/2021/208_Jul.27/raw/1627424100.c2.snap.jpg
