source filepath,destination filepath
s3://cmgp-coastcam/cameras/molokai/products/1529973000.c1.snap.jpg,s3://cmgp-coastcam/cameras/molokai/c1/2018/177_Jun.26/raw/1529973000.c1.snap.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973000.c2.snap.jpg,s3://cmgp-coastcam/cameras/molokai/c2/2018/177_Jun.26/raw/1529973000.c2.snap.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973001.c1.timex.jpg,s3://cmgp-coastcam/cameras/molokai/c1/2018/177_Jun.26/raw/1529973001.c1.timex.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973001.c2.timex.jpg,s3://cmgp-coastcam/cameras/molokai/c2/2018/177_Jun.26/raw/1529973001.c2.timex.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973002.c1.var.jpg,s3://cmgp-coastcam/cameras/molokai/c1/2018/177_Jun.26/raw/1529973002.c1.var.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973002.c2.var.jpg,s3://cmgp-coastcam/cameras/molokai/c2/2018/177_Jun.26/raw/1529973002.c2.var.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973003.c1.bright.jpg,s3://cmgp-coastcam/cameras/molokai/c1/2018/177_Jun.26/raw/1529973003.c1.bright.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973003.c2.bright.jpg,s3://cmgp-coastcam/cameras/molokai/c2/2018/177_Jun.26/raw/1529973003.c2.bright.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973004.c1.dark.jpg,s3://cmgp-coastcam/cameras/molokai/c1/2018/177_Jun.26/raw/1529973004.c1.dark.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973004.c2.dark.jpg,s3://cmgp-coastcam/cameras/molokai/c2/2018/177_Jun.26/raw/1529973004.c2.dark.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973005.c1.rundark.jpg,s3://cmgp-coastcam/cameras/molokai/c1/2018/177_Jun.26/raw/1529973005.c1.rundark.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529973005.c2.rundark.jpg,s3://cmgp-coastcam/cameras/molokai/c2/2018/177_Jun.26/raw/1529973005.c2.rundark.jpg
s3://cmgp-coastcam/cameras/molokai/products/1529976600.c1.snap.jpg,s3://cmgp-coastcam/cameras/molokai/c1/2018/177_Jun.26/raw/1529976600.c1.snap.jpg
